lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
UCL,1.MTD,MicroML,Flow1(Auto),10.0,Disbursal acc verified,,622,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),8.0,KYC completed,,622,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),15.0,Disbursed,,621,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,617,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,617,
MFL,2.LMTD,Renewal,Flow1(Auto),6.0,Child_Lead_Created,,616,
MFL,2.LMTD,Renewal,Flow1(Auto),2.0,Workable leads,,616,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,610,
PYFL,1.MTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,608,
MFL,2.LMTD,Fresh,Flow1(Auto),9.0,BRE2 completed,,607,
PYFL,1.MTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,605,
PYFL,2.LMTD,Renewal,Flow1(Auto),7.0,Selfie uploaded,,604,
PYFL,1.MTD,Fresh,Flow2(Manual),7.0,Selfie uploaded,,604,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,603,17.3
MFL,2.LMTD,Fresh,Flow1(Auto),10.0,Disbursal acc verified,,601,
PYFL,2.LMTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,600,
PYFL,2.LMTD,Fresh,Flow1(Auto),11.0,Review submit,,600,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),11.0,Review submit,,600,
FULLERTON,1.MTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,592,
FULLERTON,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,588,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),15.0,Disbursed,,583,
UCL,1.MTD,MicroML,Flow2(Manual),8.0,KYC completed,,580,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),12.0,Mandate done,,578,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),11.0,Review submit,,578,
MFL,2.LMTD,Renewal,Flow1(Auto),7.0,Selfie uploaded,,577,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,576,
KSF,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,576,
KSF,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,574,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),11.0,Review submit,,574,
MFL,1.MTD,Renewal,Flow1(Auto),2.0,Workable leads,,573,
MFL,1.MTD,Renewal,Flow1(Auto),6.0,Child_Lead_Created,,573,
PYFL,1.MTD,Fresh,Flow2(Manual),8.0,KYC completed,,571,
MFL,2.LMTD,Fresh,Flow1(Auto),11.0,Review submit,,568,
KSF,1.MTD,Fresh,Flow1(Auto),12.0,Mandate done,,568,
FULLERTON,1.MTD,Renewal,Flow1(Auto),1002.0,Unmapped,,565,
KSF,1.MTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,565,
NACL,2.LMTD,Fresh,Flow2(Manual),6.0,Child_Lead_Created,,563,
NACL,2.LMTD,Fresh,Flow2(Manual),2.0,Workable leads,,563,
PYFL,1.MTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,562,
PYFL,1.MTD,Renewal,Flow1(Auto),11.0,Review submit,,562,
KSF,1.MTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,561,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),15.0,Disbursed,,560,
PYFL,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,560,
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),15.0,Disbursed,,556,
NACL,1.MTD,Fresh,Flow1(Auto),9.0,BRE2 completed,,552,
MFL,1.MTD,Renewal,Flow1(Auto),7.0,Selfie uploaded,,552,
KSF,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,551,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,551,
NACL,1.MTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,551,
NACL,1.MTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,547,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,547,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,539,22.5
FULLERTON,2.LMTD,Renewal,Flow1(Auto),15.0,Disbursed,,538,
UCL,1.MTD,MicroML,Flow1(Auto),11.0,Review submit,,537,
FULLERTON,1.MTD,Renewal,Flow2(Manual),15.0,Disbursed,,536,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),12.0,Mandate done,,535,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),13.0,Application submitted by user,,534,
NACL,1.MTD,Fresh,Flow1(Auto),10.0,Disbursal acc verified,,533,
UCL,1.MTD,MicroML,Flow2(Manual),9.0,BRE2 completed,,526,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,518,
PYFL,1.MTD,Renewal,Flow1(Auto),12.0,Mandate done,,515,
NACL,1.MTD,Renewal,Flow1(Auto),11.0,Review submit,,513,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,513,
KSF,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,511,38.8
PIRAMAL,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,511,
PYFL,2.LMTD,Fresh,Flow2(Manual),12.0,Mandate done,,511,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,511,
KSF,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,509,51.6
KSF,2.LMTD,Fresh,Flow2(Manual),1001.0,Unmapped,,506,
PYFL,2.LMTD,Fresh,Flow1(Auto),12.0,Mandate done,,505,
PYFL,1.MTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,501,
NACL,2.LMTD,Fresh,Flow2(Manual),7.0,Selfie uploaded,,500,
NACL,2.LMTD,Fresh,Flow1(Auto),8.0,KYC completed,,499,
NACL,1.MTD,Renewal,Flow1(Auto),12.0,Mandate done,,495,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),11.0,Review submit,,494,
UCL,1.MTD,MicroML,Flow2(Manual),10.0,Disbursal acc verified,,492,
MFL,2.LMTD,Fresh,Flow1(Auto),12.0,Mandate done,,491,
PIRAMAL,1.MTD,Renewal,Flow1(Auto),8.0,KYC completed,,487,
MFL,1.MTD,Fresh,Flow1(Auto),8.0,KYC completed,,487,
FULLERTON,2.LMTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,484,31.2
MFL,2.LMTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,484,
KSF,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,483,20.2
PIRAMAL,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,482,
NACL,1.MTD,Fresh,Flow1(Auto),11.0,Review submit,,478,
MFL,2.LMTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,478,
NACL,1.MTD,Fresh,Flow2(Manual),8.0,KYC completed,,477,
FULLERTON,1.MTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,477,10.7
FULLERTON,2.LMTD,Fresh,Flow1(Auto),1002.0,Unmapped,,473,
NACL,1.MTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,472,
FULLERTON,1.MTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,471,12.3
PYFL,1.MTD,Renewal,Flow1(Auto),1001.1,Unmapped,FETCH_DOC_INIT_SUCCESS,470,46.7
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,DIY_FI_DOC_UPLOADED,467,11.7
PYFL,1.MTD,Renewal,Flow2(Manual),1001.0,Unmapped,,464,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,460,
MFL,2.LMTD,Fresh,Flow2(Manual),11.0,Review submit,,460,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,460,
MFL,1.MTD,Renewal,Flow1(Auto),8.0,KYC completed,,452,
PYFL,1.MTD,Fresh,Flow1(Auto),9.0,BRE2 completed,,449,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,446,
KSF,2.LMTD,Fresh,Flow1(Auto),1001.0,Unmapped,,446,
PYFL,1.MTD,Fresh,Flow1(Auto),10.0,Disbursal acc verified,,443,
MFL,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,442,
NACL,1.MTD,Fresh,Flow1(Auto),12.0,Mandate done,,440,
MFL,2.LMTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,440,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,437,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),12.0,Mandate done,,437,
KSF,1.MTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,436,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),8.0,KYC completed,,435,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,433,15.3
UCL,1.MTD,MicroML,Flow1(Auto),12.0,Mandate done,,432,
PYFL,2.LMTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,431,
NACL,1.MTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,429,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),6.0,Child_Lead_Created,,429,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),2.0,Workable leads,,429,
NACL,1.MTD,Renewal,Flow2(Manual),2.0,Workable leads,,429,
KSF,2.LMTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,428,
PYFL,1.MTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,427,
KSF,1.MTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,425,
NACL,1.MTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,425,
PYFL,2.LMTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,423,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),14.0,Submit to LMS,,421,
KSF,1.MTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,415,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),15.0,Disbursed,,414,
KSF,2.LMTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,414,
KSF,1.MTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,413,
FULLERTON,1.MTD,Renewal,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,411,28.7
KSF,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,410,11.9
PYFL,2.LMTD,Fresh,Flow2(Manual),15.0,Disbursed,,410,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),15.0,Disbursed,,408,
KSF,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,407,
KSF,1.MTD,Renewal,Flow2(Manual),1001.0,Unmapped,,405,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),7.0,Selfie uploaded,,404,
SHRIRAM,2.LMTD,Renewal,Flow1(Auto),4.0,BRE1 completed,,404,
PYFL,1.MTD,Fresh,Flow1(Auto),11.0,Review submit,,402,
PYFL,1.MTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,402,
NACL,2.LMTD,Renewal,Flow1(Auto),6.0,Child_Lead_Created,,401,
FULLERTON,1.MTD,Fresh,Flow1(Auto),10.1,Disbursal acc verified,BANKING_ACTION_DONE,401,8.2
NACL,2.LMTD,Renewal,Flow1(Auto),2.0,Workable leads,,401,
KSF,1.MTD,Renewal,Flow1(Auto),11.0,Review submit,,399,
PYFL,1.MTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,397,
UCL,1.MTD,MicroML,Flow1(Auto),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,396,21.1
SHRIRAM,1.MTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,394,
MFL,2.LMTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,393,
PYFL,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,392,
KSF,2.LMTD,Renewal,Flow1(Auto),11.0,Review submit,,390,
PYFL,1.MTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,390,
NACL,1.MTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,389,
UCL,1.MTD,MicroML,Flow2(Manual),11.0,Review submit,,388,
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,388,
MFL,2.LMTD,Fresh,Flow2(Manual),12.0,Mandate done,,387,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,385,
KSF,2.LMTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,383,
FULLERTON,2.LMTD,Renewal,Flow2(Manual),15.0,Disbursed,,382,
PYFL,2.LMTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,380,
NACL,1.MTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,379,
PYFL,2.LMTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,377,
NACL,2.LMTD,Fresh,Flow2(Manual),8.0,KYC completed,,375,
NACL,1.MTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,374,
KSF,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,BANK_NAME_MATCH_FAILED,373,8.6
UCL,1.MTD,MicroML,Flow2(Manual),6.1,Child_Lead_Created,ML_CHILD_LEAD_CREATED,371,24.8
UCL,1.MTD,MicroML,Flow1(Auto),13.0,Application submitted by user,,371,
KSF,1.MTD,Renewal,Flow1(Auto),12.0,Mandate done,,370,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,368,30.0
PYFL,2.LMTD,Fresh,Flow1(Auto),15.0,Disbursed,,366,
KSF,1.MTD,Fresh,Flow2(Manual),15.0,Disbursed,,365,
KSF,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,LENDER_APP_CREATE_SUCCESS,365,16.6
PYFL,2.LMTD,Renewal,Flow2(Manual),8.0,KYC completed,,364,
PIRAMAL,2.LMTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,362,19.5
PYFL,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,362,
PYFL,1.MTD,Fresh,Flow2(Manual),11.0,Review submit,,362,
KSF,1.MTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,362,
PYFL,2.LMTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,360,
PYFL,2.LMTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,359,
UCL,1.MTD,MicroML,Flow1(Auto),14.0,Submit to LMS,,355,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),11.0,Review submit,,354,
MFL,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,353,36.6
PYFL,1.MTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,353,
NACL,2.LMTD,Renewal,Flow1(Auto),7.0,Selfie uploaded,,353,
NACL,2.LMTD,Fresh,Flow1(Auto),9.0,BRE2 completed,,351,
MFL,2.LMTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,351,
KSF,2.LMTD,Renewal,Flow1(Auto),12.0,Mandate done,,350,
PIRAMAL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,KYC_SELFIE_REQUIRED,350,13.2
KSF,2.LMTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,349,
KSF,2.LMTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,347,
UCL,1.MTD,MicroML,Flow1(Auto),15.0,Disbursed,,347,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),12.0,Mandate done,,345,
NACL,2.LMTD,Fresh,Flow1(Auto),10.0,Disbursal acc verified,,345,
SHRIRAM,1.MTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,345,
NACL,1.MTD,Fresh,Flow2(Manual),11.0,Review submit,,345,
NACL,1.MTD,Renewal,Flow2(Manual),8.0,KYC completed,,344,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),11.1,Review submit,EMANDATE_REQUIRED,343,13.9
MFL,1.MTD,Fresh,Flow2(Manual),6.0,Child_Lead_Created,,343,
MFL,1.MTD,Fresh,Flow2(Manual),2.0,Workable leads,,343,
SHRIRAM,1.MTD,Fresh,Flow2(Manual),15.0,Disbursed,,342,
KSF,1.MTD,Fresh,Flow1(Auto),15.0,Disbursed,,342,
MFL,1.MTD,Fresh,Flow1(Auto),9.0,BRE2 completed,,341,
PYFL,1.MTD,Renewal,Flow1(Auto),15.0,Disbursed,,340,
MFL,1.MTD,Fresh,Flow1(Auto),10.0,Disbursal acc verified,,339,
PIRAMAL,2.LMTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,337,11.9
SHRIRAM,2.LMTD,Fresh,Flow2(Manual),15.0,Disbursed,,336,
PYFL,1.MTD,Fresh,Flow1(Auto),12.0,Mandate done,,334,
PYFL,2.LMTD,Renewal,Flow1(Auto),13.0,Application submitted by user,,332,
PYFL,2.LMTD,Renewal,Flow1(Auto),11.0,Review submit,,332,
NACL,1.MTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,331,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,328,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),2.0,Workable leads,,328,
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,LOAN_APPLICATION_ON_HOLD,328,8.2
MFL,1.MTD,Fresh,Flow1(Auto),11.0,Review submit,,327,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),7.1,Selfie uploaded,KYC_FAILED,326,22.3
MFL,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,324,22.5
FULLERTON,2.LMTD,Fresh,Flow1(Auto),10.1,Disbursal acc verified,BANKING_ACTION_DONE,323,11.9
PYFL,2.LMTD,Fresh,Flow1(Auto),1001.0,Unmapped,,323,
MFL,2.LMTD,Fresh,Flow2(Manual),14.0,Submit to LMS,,322,
NACL,2.LMTD,Fresh,Flow1(Auto),11.0,Review submit,,316,
NACL,1.MTD,Fresh,Flow1(Auto),14.0,Submit to LMS,,307,
PIRAMAL,1.MTD,Fresh,Flow2(Manual),8.1,KYC completed,BRE2_FAILURE,307,32.8
SHRIRAM,2.LMTD,Fresh,Flow1(Auto),4.1,BRE1 completed,LENDER_CREATE_APPLICATION_REJECTED,307,18.0
PYFL,2.LMTD,Fresh,Flow2(Manual),1001.0,Unmapped,,305,
MFL,1.MTD,Fresh,Flow1(Auto),12.0,Mandate done,,304,
NACL,1.MTD,Renewal,Flow1(Auto),15.0,Disbursed,,304,
PYFL,2.LMTD,Renewal,Flow1(Auto),12.0,Mandate done,,304,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,301,
PIRAMAL,2.LMTD,Renewal,Flow2(Manual),4.0,BRE1 completed,,301,
NACL,2.LMTD,Fresh,Flow2(Manual),9.0,BRE2 completed,,301,
NACL,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,298,
MFL,2.LMTD,Fresh,Flow1(Auto),14.1,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,298,75.8
KSF,1.MTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,297,
FULLERTON,2.LMTD,Fresh,Flow2(Manual),1002.0,Unmapped,,297,
MFL,1.MTD,Fresh,Flow2(Manual),7.0,Selfie uploaded,,296,
PYFL,2.LMTD,Fresh,Flow1(Auto),8.1,KYC completed,LENDER_BRE_REJECTED,296,24.1
NACL,2.LMTD,Renewal,Flow1(Auto),8.0,KYC completed,,295,
NACL,2.LMTD,Fresh,Flow2(Manual),10.0,Disbursal acc verified,,294,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,293,12.5
SHRIRAM,1.MTD,Renewal,Flow2(Manual),2.0,Workable leads,,292,
NACL,2.LMTD,Fresh,Flow1(Auto),12.0,Mandate done,,292,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,292,
KSF,2.LMTD,Fresh,Flow2(Manual),8.1,KYC completed,LENDER_BRE_REJECTED,291,12.4
MFL,1.MTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,291,
NACL,1.MTD,Fresh,Flow2(Manual),13.0,Application submitted by user,,290,
PYFL,1.MTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,290,
MFL,1.MTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,290,
FULLERTON,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,SERVICEABILITY_REJECTED,289,3.7
PYFL,1.MTD,Fresh,Flow2(Manual),12.0,Mandate done,,289,
UCL,1.MTD,MicroML,Flow2(Manual),12.0,Mandate done,,287,
MFL,1.MTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,287,
KSF,2.LMTD,Renewal,Flow1(Auto),14.0,Submit to LMS,,287,
NACL,1.MTD,Fresh,Flow1(Auto),15.0,Disbursed,,286,
KSF,2.LMTD,Fresh,Flow2(Manual),6.1,Child_Lead_Created,BANK_NAME_MATCH_FAILED,285,7.4
KSF,2.LMTD,Fresh,Flow1(Auto),7.1,Selfie uploaded,INITIATE_MULTIMODE_KYC,285,7.5
MFL,1.MTD,Renewal,Flow1(Auto),11.0,Review submit,,282,
PYFL,1.MTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,280,
FULLERTON,1.MTD,Renewal,Flow1(Auto),7.1,Selfie uploaded,KYC_FAILED,279,7.4
PIRAMAL,1.MTD,Renewal,Flow2(Manual),2.0,Workable leads,,279,
NACL,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,279,33.0
PIRAMAL,1.MTD,Renewal,Flow2(Manual),6.0,Child_Lead_Created,,279,
NACL,2.LMTD,Fresh,Flow1(Auto),13.0,Application submitted by user,,278,
SHRIRAM,1.MTD,Fresh,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,276,16.9
PIRAMAL,1.MTD,Fresh,Flow1(Auto),6.1,Child_Lead_Created,LIS_CREATE_APPLICATION_SUCCESS,276,10.4
PYFL,2.LMTD,Renewal,Flow2(Manual),9.0,BRE2 completed,,276,
FULLERTON,2.LMTD,Fresh,Flow1(Auto),11.1,Review submit,EMANDATE_REQUIRED,275,11.6
PYFL,2.LMTD,Renewal,Flow2(Manual),10.0,Disbursal acc verified,,274,
FULLERTON,1.MTD,Fresh,Flow1(Auto),13.1,Application submitted by user,BUSINESS_APPROVAL_AWAITED,273,6.8
SHRIRAM,1.MTD,Renewal,Flow2(Manual),4.0,BRE1 completed,,272,
MFL,2.LMTD,Renewal,Flow1(Auto),9.0,BRE2 completed,,272,
SHRIRAM,1.MTD,Renewal,Flow2(Manual),7.0,Selfie uploaded,,272,
MFL,2.LMTD,Renewal,Flow1(Auto),10.0,Disbursal acc verified,,272,
PIRAMAL,1.MTD,Renewal,Flow1(Auto),8.1,KYC completed,BRE2_FAILURE,270,55.4
